Hotel Name,Location,Amenities,Distance from City Center (km),Type of Room,Hotel Star Rating,Customer Rating,Check-in Time,Check-out Time,Day of the Week,Is Public Holiday,Is Tourism Zone,Google Trends Score,Hotel Price (INR)
Hotel Lagoon 67,Ahmedabad,"Airport Shuttle, Parking, Free WiFi, Gym, Pool",7.75,Presidential Suite,2,4.9,2:00 PM,12:00 PM,Saturday,1,1,99,2625
Hotel Sapphire 29,Kolkata,"Bar, Free WiFi",2.72,Deluxe,3,2.7,2:00 PM,2:00 PM,Wednesday,1,0,54,3767
Hotel Grand 90,Ahmedabad,"Airport Shuttle, Business Center, Gym",18.14,Executive,2,3.3,12:00 PM,12:00 PM,Wednesday,1,1,66,2282
Hotel Metro 83,Bangalore,"Bar, Free WiFi, Gym, Parking",9.58,Suite,4,3.1,1:00 PM,1:00 PM,Wednesday,1,0,38,3937
Hotel Sunrise 71,Kolkata,"Free WiFi, Gym",15.9,Presidential Suite,3,4.1,2:00 PM,1:00 PM,Tuesday,1,0,92,3918
Hotel Euphoria 38,Bangalore,"Spa, Parking, Pet Friendly",1.48,Suite,3,4.8,11:00 AM,2:00 PM,Wednesday,1,1,100,4258
Hotel Vista 50,Chennai,"Restaurant, Bar, Pool, Parking",3.42,Presidential Suite,5,4.2,11:00 AM,2:00 PM,Sunday,0,1,91,5365
Hotel Royal 100,Delhi,"Pet Friendly, Business Center, Spa, Free WiFi, Gym",1.4,Standard,2,3.7,2:00 PM,2:00 PM,Saturday,1,1,22,2295
Hotel Regency 77,Delhi,"Parking, Restaurant, Bar",24.82,Standard,4,3.0,12:00 PM,12:00 PM,Wednesday,1,1,74,4433
Hotel Sapphire 53,Jaipur,"Parking, Airport Shuttle, Spa",0.5,Suite,5,4.6,2:00 PM,11:00 AM,Friday,1,1,64,5523
Hotel Serenity 53,Chennai,"Business Center, Restaurant",4.88,Deluxe,4,2.8,1:00 PM,12:00 PM,Friday,0,1,74,4064
Hotel Serenity 27,Hyderabad,"Spa, Airport Shuttle, Free WiFi, Pool",22.98,Presidential Suite,4,2.7,11:00 AM,2:00 PM,Saturday,0,1,76,3889
Hotel Emerald 8,Delhi,"Business Center, Pool",18.51,Deluxe,5,3.9,11:00 AM,11:00 AM,Wednesday,1,0,84,5207
Hotel Magnolia 87,Jaipur,"Restaurant, Business Center, Pet Friendly, Gym",22.02,Executive,5,2.8,2:00 PM,11:00 AM,Wednesday,0,0,67,5133
Hotel Royal 85,Chennai,"Airport Shuttle, Free WiFi, Bar, Spa, Parking",2.35,Standard,3,3.6,11:00 AM,12:00 PM,Tuesday,0,1,52,3284
Hotel Euphoria 58,Hyderabad,"Free WiFi, Restaurant",18.51,Deluxe,4,2.5,1:00 PM,2:00 PM,Tuesday,0,0,78,3942
Hotel Plaza 56,Kolkata,"Restaurant, Pet Friendly, Airport Shuttle, Free WiFi, Gym",1.7,Executive,5,4.8,11:00 AM,12:00 PM,Monday,1,1,32,6246
Hotel Oasis 69,Jaipur,"Pet Friendly, Spa, Pool, Free WiFi",23.89,Presidential Suite,3,3.8,2:00 PM,2:00 PM,Saturday,0,0,37,2846
Hotel Metro 72,Delhi,"Parking, Business Center, Gym, Pet Friendly",8.7,Presidential Suite,4,4.7,11:00 AM,12:00 PM,Monday,0,0,22,5221
Hotel Oasis 42,Bangalore,"Business Center, Bar, Pool, Parking",12.54,Presidential Suite,2,4.7,2:00 PM,2:00 PM,Monday,1,1,36,2405
Hotel Plaza 43,Hyderabad,"Free WiFi, Parking, Spa",13.51,Deluxe,3,3.7,11:00 AM,12:00 PM,Monday,1,0,84,3683
Hotel Bliss 44,Bangalore,"Spa, Gym, Free WiFi, Business Center",0.62,Standard,4,3.5,1:00 PM,11:00 AM,Wednesday,1,0,72,4982
Hotel Lagoon 94,Ahmedabad,"Business Center, Pool, Spa, Restaurant",9.58,Presidential Suite,3,4.6,12:00 PM,2:00 PM,Friday,0,0,55,3551
Hotel Plaza 16,Ahmedabad,"Restaurant, Business Center, Pool, Bar",20.59,Standard,3,3.8,2:00 PM,12:00 PM,Saturday,0,1,24,3821
Hotel Serenity 77,Hyderabad,"Gym, Business Center, Pool, Spa, Free WiFi",10.1,Deluxe,5,5.0,11:00 AM,2:00 PM,Monday,0,0,80,6202
Hotel Vista 32,Ahmedabad,"Bar, Gym, Parking, Airport Shuttle",3.11,Suite,5,4.9,11:00 AM,2:00 PM,Thursday,1,0,44,5659
Hotel Euphoria 92,Ahmedabad,"Free WiFi, Restaurant",10.59,Presidential Suite,3,4.4,2:00 PM,2:00 PM,Friday,0,1,55,3421
Hotel Magnolia 100,Mumbai,"Free WiFi, Pet Friendly, Parking, Business Center",19.34,Executive,3,3.7,12:00 PM,11:00 AM,Thursday,0,0,99,3732
Hotel Horizon 22,Jaipur,"Airport Shuttle, Parking, Gym, Bar, Business Center",18.75,Presidential Suite,4,3.4,1:00 PM,11:00 AM,Friday,1,0,87,4486
Hotel Lagoon 69,Jaipur,"Restaurant, Spa, Pool, Airport Shuttle",6.19,Standard,3,3.8,12:00 PM,2:00 PM,Saturday,1,0,72,3820
Hotel Vista 5,Hyderabad,"Airport Shuttle, Free WiFi",24.9,Executive,5,2.6,12:00 PM,2:00 PM,Friday,0,0,38,4584
Hotel Crimson 24,Ahmedabad,"Airport Shuttle, Business Center, Gym",24.85,Suite,4,2.7,11:00 AM,12:00 PM,Sunday,0,0,89,3972
Hotel Euphoria 32,Ahmedabad,"Parking, Pet Friendly, Gym, Pool",15.22,Executive,2,2.6,1:00 PM,2:00 PM,Thursday,0,0,85,1884
Hotel Bliss 56,Chennai,"Parking, Gym",8.28,Standard,5,4.0,1:00 PM,11:00 AM,Tuesday,0,1,22,5782
Hotel Bliss 74,Hyderabad,"Parking, Restaurant, Airport Shuttle, Pool, Business Center",5.14,Standard,3,4.5,1:00 PM,1:00 PM,Friday,1,0,42,3439
Hotel Moonlight 38,Jaipur,"Free WiFi, Parking, Spa",5.58,Deluxe,4,4.6,1:00 PM,1:00 PM,Friday,0,1,70,5030
Hotel Moonlight 62,Mumbai,"Parking, Business Center, Airport Shuttle, Bar, Gym",14.02,Deluxe,2,4.7,2:00 PM,2:00 PM,Tuesday,0,0,68,2904
Hotel Sunrise 54,Bangalore,"Pool, Parking, Airport Shuttle",21.15,Presidential Suite,4,4.3,1:00 PM,11:00 AM,Sunday,1,0,27,4689
Hotel Plaza 65,Mumbai,"Gym, Bar, Restaurant, Free WiFi, Spa",21.78,Standard,5,3.7,1:00 PM,11:00 AM,Friday,1,0,35,5231
Hotel Oasis 87,Chennai,"Restaurant, Bar",24.08,Deluxe,5,4.2,2:00 PM,11:00 AM,Tuesday,0,1,88,5139
Hotel Lagoon 78,Hyderabad,"Bar, Business Center",15.37,Suite,4,4.4,12:00 PM,1:00 PM,Sunday,0,0,59,4216
Hotel Grand 66,Delhi,"Pool, Pet Friendly",19.08,Suite,3,4.2,12:00 PM,12:00 PM,Wednesday,1,1,23,3777
Hotel Euphoria 96,Bangalore,"Parking, Airport Shuttle, Pet Friendly",6.05,Deluxe,5,3.0,2:00 PM,1:00 PM,Sunday,0,0,62,5568
Hotel Lagoon 11,Goa,"Free WiFi, Parking, Business Center, Pet Friendly",17.72,Deluxe,4,2.7,12:00 PM,2:00 PM,Wednesday,1,0,38,4680
Hotel Regency 20,Pune,"Pool, Business Center",18.36,Presidential Suite,5,3.6,1:00 PM,11:00 AM,Monday,1,0,37,5037
Hotel Sunrise 25,Chennai,"Business Center, Restaurant, Airport Shuttle",7.5,Deluxe,2,3.0,12:00 PM,2:00 PM,Sunday,1,1,97,2452
Hotel Crimson 83,Mumbai,"Restaurant, Pool, Free WiFi, Business Center",2.96,Deluxe,3,4.6,2:00 PM,2:00 PM,Sunday,1,1,88,3682
Hotel Heritage 23,Pune,"Bar, Business Center",3.67,Deluxe,4,3.2,12:00 PM,1:00 PM,Tuesday,0,0,88,4204
Hotel Magnolia 62,Ahmedabad,"Parking, Pet Friendly",11.22,Presidential Suite,2,3.4,12:00 PM,12:00 PM,Tuesday,0,1,36,2268
Hotel Sunrise 39,Ahmedabad,"Pet Friendly, Spa, Restaurant, Business Center, Free WiFi",2.38,Presidential Suite,2,3.7,11:00 AM,12:00 PM,Sunday,0,0,54,2680
Hotel Heritage 91,Jaipur,"Business Center, Airport Shuttle, Spa, Bar",1.64,Standard,4,4.7,2:00 PM,1:00 PM,Tuesday,0,0,94,4512
Hotel Vista 32,Delhi,"Spa, Gym",11.67,Executive,4,3.3,11:00 AM,2:00 PM,Sunday,0,1,38,4402
Hotel Plaza 56,Kolkata,"Bar, Free WiFi",22.64,Standard,5,3.5,1:00 PM,2:00 PM,Friday,0,1,25,5468
Hotel Palm 41,Goa,"Airport Shuttle, Parking",11.73,Standard,3,4.6,2:00 PM,11:00 AM,Sunday,1,0,34,4158
Hotel Vista 20,Hyderabad,"Gym, Spa, Pet Friendly, Free WiFi",5.9,Executive,4,5.0,12:00 PM,1:00 PM,Tuesday,1,0,77,5114
Hotel Emerald 31,Kolkata,"Spa, Restaurant",2.98,Presidential Suite,5,3.5,11:00 AM,12:00 PM,Friday,1,0,95,5563
Hotel Euphoria 51,Bangalore,"Gym, Parking, Bar, Pool",4.87,Standard,4,2.6,11:00 AM,12:00 PM,Saturday,0,1,29,4635
Hotel Emerald 72,Ahmedabad,"Free WiFi, Business Center, Airport Shuttle, Bar",20.21,Executive,4,4.6,2:00 PM,1:00 PM,Wednesday,0,0,51,4370
Hotel Heritage 95,Hyderabad,"Restaurant, Business Center, Pool",15.25,Presidential Suite,2,3.8,12:00 PM,12:00 PM,Thursday,1,0,46,2714
Hotel Bliss 23,Mumbai,"Restaurant, Pool, Business Center, Airport Shuttle, Bar",12.6,Presidential Suite,5,2.8,2:00 PM,11:00 AM,Wednesday,1,1,73,5350
Hotel Grand 75,Mumbai,"Spa, Free WiFi",24.76,Suite,3,4.2,11:00 AM,11:00 AM,Tuesday,0,0,33,3187
Hotel Moonlight 68,Ahmedabad,"Gym, Restaurant, Free WiFi, Pet Friendly, Parking",12.41,Presidential Suite,5,4.1,1:00 PM,1:00 PM,Sunday,1,0,41,5783
Hotel Oasis 57,Goa,"Restaurant, Parking, Pet Friendly, Business Center, Spa",1.86,Standard,4,4.6,11:00 AM,11:00 AM,Tuesday,1,0,94,4386
Hotel Vista 71,Delhi,"Restaurant, Free WiFi, Bar, Pool, Parking",18.59,Deluxe,5,5.0,12:00 PM,12:00 PM,Wednesday,1,0,79,6060
Hotel Regency 100,Chennai,"Business Center, Restaurant",5.3,Executive,5,3.4,1:00 PM,1:00 PM,Tuesday,0,1,76,6024
Hotel Palm 5,Goa,"Airport Shuttle, Spa",12.11,Executive,4,4.8,11:00 AM,1:00 PM,Tuesday,1,0,80,5049
Hotel Euphoria 45,Mumbai,"Pet Friendly, Free WiFi, Bar",7.66,Executive,4,4.7,1:00 PM,1:00 PM,Friday,1,1,44,5074
Hotel Heritage 20,Goa,"Business Center, Free WiFi",12.31,Presidential Suite,2,3.6,11:00 AM,12:00 PM,Thursday,0,1,92,2686
Hotel Vista 92,Kolkata,"Parking, Free WiFi, Bar, Restaurant, Airport Shuttle",2.15,Suite,2,5.0,12:00 PM,12:00 PM,Sunday,0,1,77,2579
Hotel Moonlight 61,Jaipur,"Pet Friendly, Spa",10.84,Executive,4,2.5,2:00 PM,2:00 PM,Monday,0,1,78,4095
Hotel Magnolia 92,Mumbai,"Gym, Pool, Pet Friendly, Bar",11.9,Deluxe,3,4.9,2:00 PM,12:00 PM,Thursday,0,0,47,4190
Hotel Metro 53,Delhi,"Spa, Free WiFi",2.77,Executive,3,3.1,12:00 PM,2:00 PM,Monday,0,1,51,3350
Hotel Heritage 71,Kolkata,"Restaurant, Pet Friendly",9.72,Executive,5,3.1,11:00 AM,11:00 AM,Tuesday,1,1,50,5676
Hotel Emerald 31,Hyderabad,"Restaurant, Bar, Free WiFi, Gym",15.4,Suite,4,3.8,2:00 PM,12:00 PM,Wednesday,0,1,74,4845
Hotel Crimson 54,Goa,"Gym, Bar, Airport Shuttle, Restaurant, Pool",18.38,Deluxe,2,3.1,11:00 AM,1:00 PM,Saturday,0,0,98,2051
Hotel Royal 39,Chennai,"Pet Friendly, Gym, Restaurant, Parking",3.64,Deluxe,5,4.3,2:00 PM,2:00 PM,Sunday,0,1,70,6057
Hotel Grand 73,Goa,"Pool, Airport Shuttle",9.74,Presidential Suite,5,3.6,11:00 AM,11:00 AM,Monday,0,1,39,5582
Hotel Sunrise 10,Chennai,"Free WiFi, Spa",4.76,Standard,2,3.5,2:00 PM,2:00 PM,Friday,1,1,71,2924
Hotel Royal 67,Hyderabad,"Pet Friendly, Gym, Parking, Pool, Bar",4.12,Deluxe,2,2.9,2:00 PM,1:00 PM,Sunday,1,0,59,2292
Hotel Royal 22,Hyderabad,"Pool, Restaurant, Airport Shuttle, Parking",1.58,Executive,5,3.7,1:00 PM,12:00 PM,Thursday,0,0,88,5316
Hotel Vista 77,Bangalore,"Parking, Restaurant, Free WiFi, Airport Shuttle, Pool",18.27,Suite,5,4.1,12:00 PM,2:00 PM,Sunday,1,1,42,5305
Hotel Metro 80,Jaipur,"Airport Shuttle, Bar, Pet Friendly, Restaurant",3.63,Standard,5,3.1,1:00 PM,2:00 PM,Friday,1,0,76,5355
Hotel Vista 14,Bangalore,"Free WiFi, Bar, Parking, Pet Friendly",21.66,Presidential Suite,5,3.8,11:00 AM,1:00 PM,Wednesday,0,1,28,5023
Hotel Regency 60,Hyderabad,"Pool, Spa, Business Center, Restaurant",18.03,Deluxe,2,4.2,1:00 PM,11:00 AM,Monday,0,1,23,2380
Hotel Bliss 55,Chennai,"Spa, Business Center, Airport Shuttle",19.98,Presidential Suite,3,3.1,2:00 PM,2:00 PM,Sunday,1,1,42,3507
Hotel Euphoria 52,Goa,"Spa, Restaurant, Free WiFi, Business Center",15.01,Standard,2,2.8,11:00 AM,11:00 AM,Sunday,1,0,99,2691
Hotel Regency 90,Chennai,"Airport Shuttle, Restaurant, Business Center, Free WiFi",8.5,Suite,5,4.5,1:00 PM,2:00 PM,Tuesday,1,0,31,5394
Hotel Grand 95,Delhi,"Spa, Airport Shuttle, Gym, Business Center",5.15,Executive,5,4.5,12:00 PM,1:00 PM,Wednesday,1,0,75,5668
Hotel Emerald 84,Mumbai,"Pool, Bar",18.07,Executive,4,4.2,2:00 PM,12:00 PM,Saturday,1,0,28,4347
Hotel Metro 38,Goa,"Airport Shuttle, Spa",16.79,Presidential Suite,4,3.5,1:00 PM,12:00 PM,Saturday,1,1,62,4319
Hotel Lagoon 18,Bangalore,"Restaurant, Spa, Bar, Pet Friendly",17.45,Executive,4,4.1,1:00 PM,11:00 AM,Thursday,1,1,33,4582
Hotel Emerald 21,Mumbai,"Business Center, Pet Friendly, Pool, Airport Shuttle, Restaurant",13.63,Executive,5,4.9,11:00 AM,1:00 PM,Wednesday,0,0,67,5775
Hotel Euphoria 55,Jaipur,"Bar, Pool, Pet Friendly",18.38,Standard,2,3.2,11:00 AM,12:00 PM,Saturday,0,1,65,2232
Hotel Regency 91,Mumbai,"Free WiFi, Gym, Bar, Business Center, Restaurant",7.13,Suite,5,3.3,1:00 PM,1:00 PM,Tuesday,1,1,64,5205
Hotel Palm 86,Goa,"Gym, Free WiFi",5.3,Presidential Suite,5,4.8,1:00 PM,2:00 PM,Tuesday,1,0,40,5443
Hotel Royal 39,Hyderabad,"Free WiFi, Gym, Spa, Pool",24.69,Deluxe,3,2.8,12:00 PM,2:00 PM,Friday,1,1,23,2869
Hotel Vista 61,Delhi,"Pool, Bar, Airport Shuttle, Business Center, Restaurant",17.01,Presidential Suite,5,4.0,12:00 PM,2:00 PM,Monday,1,1,40,5082
Hotel Vista 7,Jaipur,"Spa, Pool",2.82,Executive,2,4.1,2:00 PM,12:00 PM,Saturday,1,1,61,2686
Hotel Palm 91,Jaipur,"Bar, Spa",1.85,Presidential Suite,5,3.2,11:00 AM,11:00 AM,Tuesday,1,0,37,5787
Hotel Oasis 12,Mumbai,"Business Center, Gym, Restaurant, Pool",9.51,Presidential Suite,4,2.6,11:00 AM,2:00 PM,Tuesday,1,1,87,4301
Hotel Regency 89,Delhi,"Bar, Restaurant",10.72,Deluxe,4,4.8,1:00 PM,11:00 AM,Thursday,1,0,40,4744
Hotel Metro 2,Hyderabad,"Business Center, Airport Shuttle",15.8,Suite,5,4.9,12:00 PM,1:00 PM,Sunday,1,1,71,5660
Hotel Oasis 48,Delhi,"Gym, Bar, Pet Friendly, Free WiFi, Spa",3.16,Deluxe,2,3.4,2:00 PM,2:00 PM,Sunday,0,1,94,3004
Hotel Serenity 20,Pune,"Gym, Restaurant",23.78,Deluxe,5,2.8,1:00 PM,12:00 PM,Saturday,1,0,73,5202
Hotel Moonlight 37,Jaipur,"Spa, Business Center, Free WiFi, Parking, Pool",1.94,Executive,5,4.2,1:00 PM,12:00 PM,Wednesday,0,1,21,5342
Hotel Lagoon 59,Jaipur,"Restaurant, Gym, Bar, Free WiFi",19.05,Suite,5,3.3,1:00 PM,2:00 PM,Monday,0,0,70,5523
Hotel Palm 86,Pune,"Gym, Spa",9.88,Deluxe,4,4.7,12:00 PM,11:00 AM,Thursday,0,1,23,5053
Hotel Grand 21,Ahmedabad,"Spa, Parking, Airport Shuttle",3.85,Standard,3,4.6,2:00 PM,12:00 PM,Friday,0,0,48,3909
Hotel Moonlight 49,Hyderabad,"Spa, Pet Friendly",21.29,Standard,5,4.6,12:00 PM,11:00 AM,Thursday,0,0,37,5195
Hotel Lagoon 88,Delhi,"Bar, Gym, Airport Shuttle, Business Center",5.76,Suite,4,4.0,11:00 AM,12:00 PM,Friday,0,1,83,4809
Hotel Bliss 100,Pune,"Pool, Parking, Restaurant",14.02,Standard,4,4.8,11:00 AM,11:00 AM,Saturday,0,0,55,4222
Hotel Horizon 21,Pune,"Parking, Free WiFi, Restaurant, Bar, Gym",13.02,Executive,2,4.7,11:00 AM,2:00 PM,Friday,0,1,72,2368
Hotel Lagoon 10,Ahmedabad,"Spa, Bar, Pet Friendly, Restaurant, Airport Shuttle",10.47,Presidential Suite,4,4.1,12:00 PM,12:00 PM,Sunday,1,1,47,5103
Hotel Emerald 32,Hyderabad,"Business Center, Bar, Pool",22.65,Suite,4,3.6,12:00 PM,1:00 PM,Thursday,1,0,75,4028
Hotel Metro 38,Hyderabad,"Business Center, Parking",20.42,Deluxe,3,4.0,1:00 PM,1:00 PM,Saturday,0,1,35,3198
Hotel Horizon 43,Goa,"Pool, Business Center, Bar",5.0,Executive,4,4.3,2:00 PM,12:00 PM,Friday,0,0,38,4781
Hotel Emerald 40,Delhi,"Restaurant, Business Center",24.41,Standard,2,4.7,11:00 AM,1:00 PM,Monday,0,0,60,2762
Hotel Sunrise 3,Pune,"Pool, Gym, Business Center, Restaurant",21.26,Standard,3,2.8,12:00 PM,2:00 PM,Friday,1,1,45,3309
Hotel Bliss 27,Mumbai,"Pet Friendly, Bar, Gym",21.69,Executive,5,3.9,2:00 PM,1:00 PM,Thursday,0,1,27,5643
Hotel Serenity 63,Ahmedabad,"Bar, Pool, Business Center",11.42,Suite,5,3.8,12:00 PM,1:00 PM,Tuesday,1,0,31,6021
Hotel Grand 55,Jaipur,"Spa, Bar",11.0,Presidential Suite,3,4.4,2:00 PM,11:00 AM,Tuesday,0,0,71,3817
Hotel Plaza 96,Goa,"Pool, Parking, Gym, Free WiFi",15.78,Presidential Suite,5,3.2,2:00 PM,1:00 PM,Sunday,0,0,63,5244
Hotel Plaza 83,Mumbai,"Business Center, Free WiFi, Gym, Bar",3.75,Presidential Suite,3,2.8,12:00 PM,12:00 PM,Wednesday,1,1,28,3575
Hotel Heritage 42,Kolkata,"Pool, Gym, Restaurant",20.01,Standard,4,4.0,1:00 PM,12:00 PM,Monday,1,0,22,4151
Hotel Metro 83,Chennai,"Pet Friendly, Restaurant",1.14,Suite,2,3.6,12:00 PM,1:00 PM,Friday,1,0,54,2731
Hotel Horizon 15,Pune,"Parking, Spa, Pool, Pet Friendly, Business Center",2.19,Presidential Suite,2,2.7,12:00 PM,12:00 PM,Sunday,1,1,35,2025
Hotel Serenity 6,Goa,"Restaurant, Bar, Parking",2.88,Suite,5,4.3,11:00 AM,2:00 PM,Wednesday,0,1,78,5805
Hotel Vista 15,Ahmedabad,"Airport Shuttle, Gym",23.76,Presidential Suite,3,4.4,11:00 AM,12:00 PM,Thursday,0,0,35,3704
Hotel Palm 30,Chennai,"Spa, Gym",20.47,Standard,4,5.0,2:00 PM,12:00 PM,Saturday,0,0,49,4111
Hotel Horizon 30,Mumbai,"Gym, Spa, Airport Shuttle, Free WiFi",15.85,Presidential Suite,4,4.6,2:00 PM,1:00 PM,Tuesday,0,1,28,4603
Hotel Crimson 87,Hyderabad,"Airport Shuttle, Pet Friendly, Free WiFi",9.53,Standard,2,4.3,11:00 AM,1:00 PM,Thursday,1,1,39,2787
Hotel Plaza 37,Goa,"Gym, Parking, Pool",7.04,Executive,5,2.6,11:00 AM,1:00 PM,Monday,0,1,39,5161
Hotel Bliss 54,Bangalore,"Bar, Spa, Restaurant, Pool, Gym",7.75,Suite,2,3.0,1:00 PM,11:00 AM,Thursday,0,1,90,2522
Hotel Metro 18,Hyderabad,"Restaurant, Pet Friendly, Bar, Free WiFi",8.68,Suite,3,2.5,2:00 PM,2:00 PM,Saturday,0,1,55,3035
Hotel Plaza 94,Goa,"Restaurant, Pet Friendly",9.21,Standard,3,2.9,12:00 PM,1:00 PM,Monday,0,1,80,3828
Hotel Sapphire 63,Ahmedabad,"Free WiFi, Airport Shuttle",14.74,Standard,2,3.7,1:00 PM,2:00 PM,Tuesday,0,0,56,2857
Hotel Regency 6,Ahmedabad,"Gym, Pool, Business Center",13.03,Standard,2,3.7,11:00 AM,12:00 PM,Saturday,0,0,66,2513
Hotel Euphoria 81,Pune,"Restaurant, Bar, Airport Shuttle",22.63,Presidential Suite,2,3.0,12:00 PM,12:00 PM,Friday,1,0,59,2215
Hotel Vista 75,Delhi,"Pool, Restaurant, Business Center",24.14,Executive,5,2.9,1:00 PM,11:00 AM,Thursday,1,0,48,5138
Hotel Sunrise 11,Bangalore,"Business Center, Pet Friendly, Restaurant, Free WiFi",12.17,Presidential Suite,4,4.6,1:00 PM,2:00 PM,Monday,0,1,60,4992
Hotel Lagoon 50,Goa,"Restaurant, Free WiFi, Bar, Gym",6.66,Presidential Suite,5,3.1,11:00 AM,12:00 PM,Saturday,0,1,95,5612
Hotel Euphoria 55,Kolkata,"Bar, Pool",11.34,Suite,4,3.1,2:00 PM,11:00 AM,Tuesday,0,0,84,3933
Hotel Plaza 97,Delhi,"Airport Shuttle, Bar",7.58,Executive,4,2.5,2:00 PM,12:00 PM,Tuesday,0,0,80,3890
Hotel Oasis 46,Bangalore,"Gym, Airport Shuttle",1.66,Standard,5,3.2,2:00 PM,12:00 PM,Thursday,0,0,33,5202
Hotel Magnolia 77,Chennai,"Gym, Pet Friendly, Restaurant, Parking",15.51,Suite,5,3.7,11:00 AM,12:00 PM,Wednesday,1,1,26,5510
Hotel Emerald 84,Ahmedabad,"Airport Shuttle, Bar, Pool, Pet Friendly, Gym",11.32,Suite,4,4.7,12:00 PM,11:00 AM,Tuesday,1,1,54,4370
Hotel Royal 62,Bangalore,"Spa, Pool, Restaurant, Business Center",9.08,Executive,2,4.3,11:00 AM,11:00 AM,Sunday,1,1,27,3138
Hotel Palm 61,Goa,"Pet Friendly, Parking",24.22,Executive,2,2.8,2:00 PM,2:00 PM,Thursday,0,1,39,1615
Hotel Heritage 67,Delhi,"Spa, Business Center, Gym",22.29,Standard,4,3.7,2:00 PM,1:00 PM,Tuesday,1,0,22,4441
Hotel Grand 72,Pune,"Bar, Parking, Business Center, Gym",8.07,Executive,3,3.3,2:00 PM,1:00 PM,Monday,0,1,62,3510
Hotel Moonlight 61,Kolkata,"Spa, Pet Friendly",6.48,Deluxe,3,2.7,1:00 PM,2:00 PM,Thursday,1,1,46,3362
Hotel Euphoria 49,Delhi,"Pool, Restaurant",8.78,Executive,2,2.8,2:00 PM,12:00 PM,Saturday,0,0,74,2138
Hotel Magnolia 27,Bangalore,"Restaurant, Bar",13.53,Deluxe,4,2.6,12:00 PM,11:00 AM,Friday,1,1,55,3881
Hotel Magnolia 35,Delhi,"Spa, Pool, Free WiFi",12.68,Standard,2,3.4,12:00 PM,1:00 PM,Monday,1,1,82,2152
Hotel Vista 8,Hyderabad,"Pet Friendly, Spa, Business Center",15.05,Suite,4,3.9,12:00 PM,12:00 PM,Monday,1,1,69,4731
Hotel Regency 9,Mumbai,"Spa, Airport Shuttle, Pool, Restaurant, Business Center",19.75,Deluxe,5,4.7,12:00 PM,11:00 AM,Sunday,1,0,35,5453
Hotel Sunrise 57,Hyderabad,"Pool, Gym, Airport Shuttle, Pet Friendly",12.05,Presidential Suite,2,3.0,12:00 PM,12:00 PM,Tuesday,1,0,46,2445
Hotel Heritage 70,Goa,"Restaurant, Free WiFi, Pet Friendly",24.67,Deluxe,2,3.9,1:00 PM,1:00 PM,Monday,0,1,21,2363
Hotel Serenity 46,Pune,"Pool, Parking, Gym",0.89,Presidential Suite,5,2.8,1:00 PM,12:00 PM,Tuesday,0,1,57,5693
Hotel Emerald 83,Kolkata,"Parking, Gym, Bar",18.89,Suite,3,3.9,12:00 PM,1:00 PM,Wednesday,1,1,58,3535
Hotel Palm 50,Chennai,"Business Center, Bar, Pool, Free WiFi, Spa",0.61,Presidential Suite,3,2.6,1:00 PM,12:00 PM,Wednesday,1,0,75,3066
Hotel Emerald 62,Kolkata,"Airport Shuttle, Free WiFi, Business Center",24.62,Suite,4,3.6,11:00 AM,11:00 AM,Thursday,1,0,63,4484
Hotel Horizon 76,Chennai,"Restaurant, Airport Shuttle, Pool, Gym, Spa",10.08,Standard,4,4.6,12:00 PM,1:00 PM,Tuesday,1,0,55,4699
Hotel Sunrise 22,Chennai,"Pet Friendly, Gym, Parking, Pool, Bar",23.77,Deluxe,2,4.6,2:00 PM,2:00 PM,Saturday,1,0,97,2652
Hotel Regency 10,Mumbai,"Gym, Airport Shuttle, Bar, Business Center",3.29,Suite,3,4.4,1:00 PM,12:00 PM,Wednesday,0,0,64,3970
Hotel Serenity 80,Chennai,"Pet Friendly, Parking, Restaurant, Spa",10.32,Suite,4,2.7,11:00 AM,1:00 PM,Tuesday,1,0,79,4184
Hotel Sapphire 69,Delhi,"Airport Shuttle, Restaurant, Pet Friendly, Pool",19.66,Suite,4,2.6,1:00 PM,12:00 PM,Friday,1,0,82,4492
Hotel Heritage 69,Ahmedabad,"Restaurant, Bar, Business Center",14.02,Standard,3,2.9,1:00 PM,11:00 AM,Wednesday,0,1,60,3199
Hotel Crimson 99,Delhi,"Pool, Parking, Gym, Business Center, Free WiFi",17.86,Suite,4,3.2,11:00 AM,2:00 PM,Saturday,0,0,60,4686
Hotel Royal 46,Chennai,"Gym, Pool, Bar",16.24,Suite,2,3.8,12:00 PM,11:00 AM,Thursday,1,1,44,2716
Hotel Regency 83,Kolkata,"Bar, Spa",21.84,Suite,4,3.9,2:00 PM,12:00 PM,Monday,1,0,61,4110
Hotel Plaza 25,Bangalore,"Parking, Free WiFi, Pool, Gym",2.25,Suite,3,2.7,11:00 AM,11:00 AM,Wednesday,1,0,34,3216
Hotel Crimson 53,Ahmedabad,"Gym, Business Center",13.59,Executive,3,4.2,12:00 PM,11:00 AM,Wednesday,1,0,30,3459
Hotel Royal 48,Kolkata,"Free WiFi, Pool, Business Center, Airport Shuttle, Parking",24.83,Presidential Suite,2,3.1,12:00 PM,1:00 PM,Thursday,1,0,58,2508
Hotel Horizon 93,Jaipur,"Bar, Restaurant",7.41,Deluxe,2,4.1,2:00 PM,1:00 PM,Sunday,1,1,46,2943
